generic_name,brand_names,substance,drug_class,product_type
RAW SHEA BUTTER AND HYALURONIC ACID MOISTURIZING 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ADRENAL LIQUESCENCE,Adrenal Liquescence 3001,ASIAN GINSENG|BEE POLLEN|CORTICOTROPIN|EPHEDRA DISTACHYA FLOWERING TWIG|EPINEPHRINE|GLYCYRRHIZA GLABRA|PAULLINIA CUPANA SEED|ROSA CANINA FRUIT|SODIUM CHLORIDE|SUS SCROFA ADRENAL GLAND|ZINC,Unknown,HUMAN OTC DRUG
COCONUT AND HIBISCUS FRESH 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
MANUKA HONEY AND RETINOL SMOOTHING 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
COLLOIDAL OATMEAL,ECZEMA HAND RELIEF,OATMEAL,Unknown,HUMAN OTC DRUG
PAIN RELIEF,Hemorrhoidal,MINERAL OIL|PETROLATUM|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DIPHENHYDRAMINE HYDROCHLORIDE,dg health sleep aid,DIPHENHYDRAMINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
ACIDUM SULPHURICUM,Acidum Sulphuricum,SULFURIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
FLUTICASONE PROPIONATE AND SALMETEROL,Fluticasone Propionate and Salmeterol,FLUTICASONE PROPIONATE|SALMETEROL XINAFOATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
GUAIFENESIN,Guaifenesin Extended Release,GUAIFENESIN,Unknown,HUMAN OTC DRUG
FLUTICASONE PROPIONATE,FLOVENT DISKUS,FLUTICASONE PROPIONATE,Unknown,HUMAN PRESCRIPTION DRUG
OCTINOXATE,GR TOTAL COVER 2 in 1 Foundation and Concealer SPF 15,OCTINOXATE,Unknown,HUMAN OTC DRUG
IXAZOMIB,NINLARO,IXAZOMIB CITRATE,Unknown,HUMAN PRESCRIPTION DRUG
"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT",PNV-DHA,".ALPHA.-TOCOPHEROL ACETATE, DL-|ASCORBIC ACID|CALCIUM|CHOLECALCIFEROL|CYANOCOBALAMIN|DOCONEXENT|FERROUS FUMARATE|FOLIC ACID|MAGNESIUM|PYRIDOXINE",Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN,TYLENOL 8 HR ARTHRITIS PAIN,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
MODAFINIL,Provigil,MODAFINIL,Unknown,HUMAN PRESCRIPTION DRUG
RIFAMPIN,RIFAMPIN,RIFAMPIN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN,EXTRA STRENGTH PAIN RELEIF,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BISMUTH SUBSALICYLATE,Pepto Bismol Fast Melts Fresh Berry Flavored,BISMUTH SUBSALICYLATE,Unknown,HUMAN OTC DRUG
CALCAREA SULPHURICA,Schuessler Tissue Salts Calc Sulph Blood Cleanser 3,CALCIUM SULFATE DIHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ALCOHOL,Singular Wipes,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ALOE VERA AND CERAMIDE SENSITIVE 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
VITAMIN E AND KUKUI NUT OIL SOOTHING POST-SHAVE 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PETROLATUM,Dry Skin Healing,PETROLATUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ETHANOL,Lavender Hand Sanitizer Wipes,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
LOVASTATIN,Lovastatin,LOVASTATIN,Unknown,HUMAN PRESCRIPTION DRUG
MEIJER ATHLETES FOOT LIQUID,Tolnaftate,TOLNAFTATE,Unknown,HUMAN OTC DRUG
SALICYLIC ACID,Medicated Callus Removers,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"BENZYL ALCOHOL, LIDOCAINE HCI",Pain Relieving Cream Lidocaine,BENZYL ALCOHOL|LIDOCAINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
"SALICYLIC ACID, BENZOYL PEROXIDE",30 day Acne Treatment Kit,,Unknown,HUMAN OTC DRUG
PROPRANOLOL HYDROCHLORIDE,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED CARE SHEER FRESH DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM CHLOROHYDRATE,Unknown,HUMAN OTC DRUG
SALICYLIC ACID,Medicated Callus Removers Extra Thick,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SALICYLIC ACID,Liquid Corn and Callus Remover,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
STANNOUS FLUORIDE,Sensitivity and Gum,STANNOUS FLUORIDE,Unknown,HUMAN OTC DRUG
ZINC OXIDE,eos Natural SPF 15 Lip Balm Pineapple Coconut,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ADVANCED CARE UNSCENTED SENSITIVE ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
AMOXICILLIN,Amoxicillin,AMOXICILLIN,Unknown,HUMAN PRESCRIPTION DRUG
"ACETAMINOPHEN 500 MG, TABLET","Pain Reliever, Caseys 4good",ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
SALICYLIC ACID 2%,Oil Free Daily Face EQB,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride,BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
SALICYLIC ACID,Medicated Corn Removers,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
PHENTERMINE HYDROCHLORIDE,Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ETHANOL,Lavender Hand Sanitizer Wipes,ALCOHOL,Unknown,HUMAN OTC DRUG
ZINC DIOXIDE AND TITANIUM DIOXIDE,Quench and Protect Hydrating SPF30,TITANIUM DIOXIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
LORATADINE,Alavert Allergy,LORATADINE,Unknown,HUMAN OTC DRUG
ETHANOL,Lavender Hand Sanitizing Wipes,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
LORATADINE,Loratadine antihistamine,LORATADINE,Unknown,HUMAN OTC DRUG
LITHIUM CARBONATE,Lithium Carbonate,LITHIUM CARBONATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ZINC OXIDE,Tropical Topical Matte SPF30,ZINC OXIDE,Unknown,HUMAN OTC DRUG
"CAMPHOR, MENTHOL, METHYL SALICYLATE",Rite Aid Muscle Rub Ultra Strength,"CAMPHOR (SYNTHETIC)|MENTHOL, UNSPECIFIED FORM|METHYL SALICYLATE",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NAPROXEN SODIUM,Naproxen Sodium PM,DIPHENHYDRAMINE HYDROCHLORIDE|NAPROXEN SODIUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ULTIMATE ERECTION ENHANCER,Instant Erection,BENZOCAINE,Unknown,HUMAN OTC DRUG
LISINOPRIL,LISINOPRIL,LISINOPRIL,Unknown,HUMAN PRESCRIPTION DRUG
DESENSITIZER,ANAL-ESE,BENZOCAINE,Unknown,HUMAN OTC DRUG
"CAMPHOR, MENTHOL, AND METHYL SALICYLATE",QIAN LI ZHUI FENG PAIN RELIEVING,CAMPHOR (SYNTHETIC)|MENTHOL|METHYL SALICYLATE,Unknown,HUMAN OTC DRUG
CLONIDINE HYDROCHLORIDE,Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
FROVATRIPTAN SUCCINATE,frovatriptan succinate,FROVATRIPTAN SUCCINATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ALCOHOL,alcohol pad 01,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PREQUEL LIP VISOR NUDE SPF 30,Prequel Lip Visor Nude SPF 30,AVOBENZONE|OCTINOXATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"NIACINAMIDE, ADENOSINE",COXIR INTENSIVE EGF PEPTIDE SERUM,ADENOSINE|NIACINAMIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED CARE SHEA BUTTER ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
PREDNISONE,Prednisone,PREDNISONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED CARE APPLE AND WHITE TEA ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
"DICLOFENAC SODIUM TOPICAL GEL, 1%",DICLOFENAC SODIUM,DICLOFENAC SODIUM,Unknown,HUMAN OTC DRUG
OMEPRAZOLE,Omeprazole,OMEPRAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
ADVANCED CARE REJUVENATE ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NELARABINE,NELARABINE,NELARABINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",Vicks DayQuil NyQuil HIGH BLOOD PRESSURE COLD and FLU,,Unknown,HUMAN OTC DRUG
ADVANCED CARE VANILLA AND COCOA BUTTER ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED CARE WATERLILY AND SAKURA BLOSSOM ANTIPERSPIRANT DEODORANT,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
VANADIUM BROMATUM,Vanadium Bromatum,VANADIUM(III) BROMIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PROPRANOLOL HYDROCHLORIDE,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LILIUM STARGAZER,Lilium Stargazer,LILIUM LONGIFLORUM BULB,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
FOLIC ACID,Folic Acid,FOLIC ACID,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE,OCTOCRYLENE",Gold Dynamics Skin Boosting Moisturizer Broad Spectrum SPF 15 Sunscreen,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
TRIAMTERENE AND HYDROCHLOROTHIAZIDE,Triamterene and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE|TRIAMTERENE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
HEMORRHOIDAL,Hemorrhoidal cocoa butter,COCOA BUTTER|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
AMLODIPINE AND BENAZEPRIL HYDROCHLORIDE,Amlodipine and Benazepril Hydrochloride,AMLODIPINE BESYLATE|BENAZEPRIL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride (XL),BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Basic Care Nicotine,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
GENTLE LAXATIVE BISACODYL,Gentle Laxative Bisacodyl,BISACODYL,Unknown,HUMAN OTC DRUG
MERCURIUS PRAECIPITATUS RUBER,Mercurius Praecipitatus Ruber,MERCURIC OXIDE,Unknown,HUMAN OTC DRUG
ROMIDEPSIN,ISTODAX,,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
GLYCERIN BASED GENTLE AND EFFECTIVE LAXATIVE ADULT CONSTIPATION RELIEF,Glycerin Laxative,GLYCERIN,Unknown,HUMAN OTC DRUG
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
RIZATRIPTAN BENZOATE,Rizatriptan Benzoate,RIZATRIPTAN BENZOATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
SUCRALFATE,Sucralfate,SUCRALFATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"PHYTOLACCA DECANDRA, BELLIS PERENNIS, LEDUM PALUSTRE, RUTA GRAVEOLENS, SYMPHYTUM OFFICINALE, MAGNESIA PHOSPHORICA, SILICEA, MENTHOL (CRYSTALS)",Muscle Ice,"BELLIS PERENNIS WHOLE|COMFREY ROOT|LEDUM PALUSTRE TWIG|MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE|PHYTOLACCA AMERICANA ROOT|RUTA GRAVEOLENS FLOWERING TOP|SILICON DIOXIDE",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CARVEDILOL,CARVEDILOL,CARVEDILOL,Unknown,HUMAN PRESCRIPTION DRUG
LANSOPRAZOLE,Lansoprazole,LANSOPRAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"RANUNCULUS BULBOSUS, DELPHINIUM STAPHISAGRIA SEED, MACROPIPER METHYSTICUM ROOT, ANAGALLIS ARVENSIS, CALENDULA OFFICINALIS FLOWERING TOP, AND SAGE",DEMYC,CALENDULA OFFICINALIS FLOWERING TOP|DELPHINIUM STAPHISAGRIA SEED|LYSIMACHIA ARVENSIS WHOLE|PIPER METHYSTICUM ROOT|RANUNCULUS BULBOSUS WHOLE|SAGE,Unknown,HUMAN OTC DRUG
"ACETAMINOPHEN, DIPHENHYDRAMINE HCL",Pain Reliever PM Extra Strength,ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
DESENSITIZER,ANAL-ESE,BENZOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DESENSITIZER,Anal Blu,BENZOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
TESTOSTERONE,Testopel,TESTOSTERONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SALICYLIC ACID,SKINPHARMACY ADVANCED ACNE THERAPY PORE REFINING FACIAL MASK,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"GLYCERIN, PHENYLEPHRINE HCL, PRAMOXINE HCL, WHITE PETROLATUM",Hemorrhoidal Pain Relief Cream,GLYCERIN|PETROLATUM|PHENYLEPHRINE HYDROCHLORIDE|PRAMOXINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
"PHENYLEPHRINE HCL, WITCH HAZEL",Hemorrhoidal cooling gel,PHENYLEPHRINE HYDROCHLORIDE|WITCH HAZEL,Unknown,HUMAN OTC DRUG
"MINERAL OIL, PETROLATUM, PHENYLEPHRINE HCL",Hemorrhoidal Pain Relief,MINERAL OIL|PETROLATUM|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SIMETHICONE,Maximum Strength Gas Relief,DIMETHICONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ALCOHOL PREP PAD,Alcohol Prep Pad,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
CLOPIDOGREL BISULFATE,Clopidogrel Bisulfate,CLOPIDOGREL BISULFATE,Unknown,HUMAN PRESCRIPTION DRUG
ZINC OXIDE,ALLSWELL MINERAL SUNSCREEN SPF 30,ZINC OXIDE,Unknown,HUMAN OTC DRUG
ISONIAZID,Isoniazid,ISONIAZID,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"CAMPHOR, (-)-",Vicks Vaposteam Lavender,"CAMPHOR, (-)-",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ADVANCED COOL RUSH DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE",Triple Antibiotic,BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
CETIRIZINE HYDROCHLORIDE,cetirizine hydrochloride,CETIRIZINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
"OCTOCRYLENE, OCTISALATE, AVOBENZONE",Bali Body Cacao Tanning Oil SPF 15,AVOBENZONE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE|LOSARTAN POTASSIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
BENZYL ALCOHOL/PRAMOXINE HYDROCHLORIDE,ITCH X,BENZYL ALCOHOL|PRAMOXINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
GUAIFENESIN,Topco Mucus Relief,GUAIFENESIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ACHILLEA MILLEFOLIUM,Unda 1,ACHILLEA MILLEFOLIUM|ANGELICA ARCHANGELICA ROOT|ARCTOSTAPHYLOS UVA-URSI LEAF|EQUISETUM ARVENSE TOP|LARIX DECIDUA RESIN|LYCOPODIUM CLAVATUM SPORE|SILVER|VALERIAN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CARISOPRODOL,Carisoprodol,CARISOPRODOL,Unknown,HUMAN PRESCRIPTION DRUG
SALICYLIC ACID,Liquid Wart Remover,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVETIRACETAM ER,Levetiracetam ER,LEVETIRACETAM,Unknown,HUMAN PRESCRIPTION DRUG
CALAMINE PLUS PRAMOXINE HCL,Calamine Plus,FERRIC OXIDE RED|PRAMOXINE HYDROCHLORIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
HYDROGEN PEROXIDE,Walgreens 3 Hydrogen Peroxide Wipes,HYDROGEN PEROXIDE,Unknown,HUMAN OTC DRUG
DICLOFENAC SODIUM,Diclofenac Sodium,DICLOFENAC SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
VERAPAMIL HYDROCHLORIDE,Verapamil Hydrochloride,VERAPAMIL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL","Eucalyptol, Menthol, Methyl Salicylate, Thymol",EUCALYPTOL|MENTHOL|METHYL SALICYLATE|THYMOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LOPERAMIDE HYDROCHLORIDE,Loperamide Hydrochloride,LOPERAMIDE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
OXYCODONE AND ACETAMINOPHEN,Oxycodone and Acetaminophen,ACETAMINOPHEN|OXYCODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
COLESTIPOL HYDROCHLORIDE,Colestipol Hydrochloride,COLESTIPOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACONITUM, ARSENICUM ALB, CALC CARB, COFFEA CRUDA, MAGNESIUM MET, NUX VOM, PULSATILLA, SEPIA, SULPHUR",Sleepy Time CP,"ACONITUM NAPELLUS WHOLE|ARABICA COFFEE BEAN|ARSENIC TRIOXIDE|MAGNESIUM|OYSTER SHELL CALCIUM CARBONATE, CRUDE|PULSATILLA VULGARIS WHOLE|SEPIA OFFICINALIS JUICE|STRYCHNOS NUX-VOMICA SEED|SULFUR",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,CareOne Ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
"ANGELICA ARCHANGELICA, ARALIA QUINQUEFOLIA, CIMICIFUGA RACEMOSA, HYDRASTIS CANADENSIS, PULSATILLA, SABINA, SEPIA, SULPHURICUM ACIDUM, LACHESIS MUTUS",Menopause,AMERICAN GINSENG|ANGELICA ARCHANGELICA ROOT|BLACK COHOSH|GOLDENSEAL|JUNIPERUS SABINA LEAFY TWIG|LACHESIS MUTA VENOM|PULSATILLA VULGARIS WHOLE|SEPIA OFFICINALIS JUICE|SULFURIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
DOXEPIN HYDROCHLORIDE,Doxepin Hydrochloride,DOXEPIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
NICOTINE POLACRILEX,Nicotine Polacrilex,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MENTHOL,"Icy Hot Medicated, Back","MENTHOL, UNSPECIFIED FORM",Unknown,HUMAN OTC DRUG
RISPERIDONE,RISPERIDONE,RISPERIDONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX,Hydrocodone Polistirex and Chlorpheniramine Polistirex extended-release,CHLORPHENIRAMINE MALEATE|HYDROCODONE BITARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
ACETAMINOPHEN,Acetaminophen Extra Strength,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
BENZOYL PEROXIDE,Replenix Acne,BENZOYL PEROXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LOPERAMIDE HYDROCHLORIDE,Loperamide Hydrochloride,LOPERAMIDE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
ALCOHOL,alcohol,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Topcare Nicotine,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,Glipizide and Metformin Hydrochloride,GLIPIZIDE|METFORMIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
